user_id,event_id,event_category,interaction_type,engagement_score,label
179,372,deportivo,save,2,1
77,563,otro,uninterested,0,0
125,284,deportivo,save,2,1
93,13,cultural,uninterested,0,0
173,481,entretenimiento,interested,2,1
116,62,entretenimiento,save,2,1
64,542,cultural,view,0,0
19,109,otro,view,1,1
70,133,otro,interested,2,1
33,83,gastronomico,uninterested,0,0
192,464,deportivo,view,0,0
87,458,deportivo,view,0,0
91,117,gastronomico,view,1,1
54,83,gastronomico,save,2,1
155,267,gastronomico,interested,2,1
46,309,cultural,save,2,1
111,178,otro,view,0,0
42,85,entretenimiento,view,1,1
53,397,entretenimiento,interested,2,1
88,229,otro,uninterested,0,0
101,385,gastronomico,interested,2,1
8,351,gastronomico,view,1,1
76,546,cultural,save,2,1
50,568,gastronomico,uninterested,0,0
44,348,gastronomico,interested,2,1
90,317,deportivo,save,2,1
149,432,otro,save,2,1
185,390,cultural,save,2,1
93,53,cultural,view,1,1
153,595,cultural,view,0,0
71,68,gastronomico,view,0,0
149,320,gastronomico,save,2,1
84,3,otro,view,1,1
42,586,entretenimiento,save,2,1
158,513,entretenimiento,interested,2,1
176,436,deportivo,uninterested,0,0
99,562,cultural,interested,2,1
46,519,cultural,save,2,1
106,251,cultural,view,1,1
161,28,otro,save,2,1
40,146,gastronomico,view,1,1
198,574,otro,view,0,0
148,288,entretenimiento,save,2,1
97,137,gastronomico,uninterested,0,0
96,518,deportivo,interested,2,1
130,422,entretenimiento,view,1,1
171,149,otro,save,2,1
143,167,cultural,interested,2,1
58,100,gastronomico,save,2,1
88,503,otro,interested,2,1
153,146,gastronomico,view,1,1
183,250,cultural,view,1,1
1,93,gastronomico,save,2,1
127,588,entretenimiento,save,2,1
196,345,gastronomico,interested,2,1
108,25,cultural,save,2,1
156,55,entretenimiento,save,2,1
0,365,deportivo,interested,2,1
162,463,deportivo,interested,2,1
68,435,cultural,save,2,1
198,485,cultural,uninterested,0,0
91,279,entretenimiento,view,0,0
4,166,cultural,view,0,0
130,91,entretenimiento,interested,2,1
47,376,gastronomico,view,1,1
9,560,entretenimiento,save,2,1
83,431,gastronomico,view,1,1
85,123,otro,save,2,1
146,487,deportivo,save,2,1
119,453,entretenimiento,uninterested,0,0
148,30,otro,uninterested,0,0
174,339,gastronomico,view,1,1
194,132,cultural,interested,2,1
67,569,otro,view,1,1
153,409,entretenimiento,interested,2,1
137,496,otro,save,2,1
15,597,gastronomico,save,2,1
33,425,cultural,view,0,0
168,451,gastronomico,save,2,1
171,29,entretenimiento,view,0,0
5,182,entretenimiento,view,0,0
31,285,gastronomico,save,2,1
19,27,deportivo,uninterested,0,0
195,374,deportivo,uninterested,0,0
181,597,gastronomico,view,0,0
199,379,otro,save,2,1
49,158,cultural,view,1,1
91,501,cultural,interested,2,1
151,248,entretenimiento,interested,2,1
188,552,entretenimiento,view,1,1
143,99,cultural,interested,2,1
59,333,deportivo,uninterested,0,0
40,332,gastronomico,save,2,1
70,1,deportivo,interested,2,1
194,148,otro,save,2,1
124,426,deportivo,view,0,0
190,574,otro,save,2,1
17,94,entretenimiento,interested,2,1
129,185,otro,uninterested,0,0
78,433,entretenimiento,interested,2,1
61,114,gastronomico,save,2,1
131,575,entretenimiento,view,0,0
65,71,otro,interested,2,1
8,144,otro,save,2,1
87,17,gastronomico,view,0,0
161,96,deportivo,view,1,1
195,514,cultural,view,1,1
199,228,gastronomico,uninterested,0,0
24,453,entretenimiento,view,1,1
65,489,deportivo,save,2,1
170,191,deportivo,interested,2,1
163,285,gastronomico,save,2,1
88,241,otro,save,2,1
194,448,cultural,interested,2,1
39,498,gastronomico,save,2,1
141,475,gastronomico,view,1,1
23,18,gastronomico,interested,2,1
106,92,cultural,interested,2,1
68,296,cultural,view,1,1
162,218,entretenimiento,view,0,0
147,391,gastronomico,view,1,1
25,153,deportivo,uninterested,0,0
96,6,deportivo,save,2,1
144,306,otro,uninterested,0,0
151,407,deportivo,uninterested,0,0
149,81,otro,view,1,1
119,56,deportivo,save,2,1
64,313,deportivo,uninterested,0,0
173,281,cultural,view,1,1
65,563,otro,view,1,1
25,308,cultural,view,0,0
107,371,otro,save,2,1
132,454,deportivo,view,1,1
81,351,gastronomico,view,1,1
4,234,gastronomico,interested,2,1
64,321,entretenimiento,uninterested,0,0
75,425,cultural,view,1,1
198,253,cultural,save,2,1
56,499,entretenimiento,view,0,0
33,451,gastronomico,interested,2,1
92,214,gastronomico,save,2,1
42,1,deportivo,interested,2,1
134,281,cultural,uninterested,0,0
47,102,deportivo,save,2,1
116,44,deportivo,view,0,0
17,127,entretenimiento,interested,2,1
12,53,cultural,uninterested,0,0
60,549,deportivo,save,2,1
57,163,entretenimiento,view,1,1
0,410,otro,save,2,1
91,559,gastronomico,interested,2,1
45,231,otro,view,1,1
22,522,entretenimiento,uninterested,0,0
196,87,gastronomico,save,2,1
88,577,deportivo,interested,2,1
148,362,entretenimiento,view,1,1
25,276,otro,view,0,0
30,298,gastronomico,view,1,1
199,421,gastronomico,view,0,0
51,326,deportivo,view,0,0
79,396,entretenimiento,interested,2,1
182,301,cultural,view,1,1
3,272,gastronomico,view,1,1
37,67,gastronomico,interested,2,1
156,470,otro,view,0,0
96,161,deportivo,interested,2,1
0,509,otro,interested,2,1
43,319,deportivo,view,1,1
146,497,cultural,view,0,0
34,261,cultural,save,2,1
138,442,deportivo,uninterested,0,0
19,502,deportivo,view,1,1
128,183,gastronomico,save,2,1
41,297,gastronomico,interested,2,1
92,524,gastronomico,save,2,1
149,78,deportivo,view,0,0
138,573,entretenimiento,interested,2,1
118,139,gastronomico,save,2,1
91,57,otro,uninterested,0,0
136,180,entretenimiento,view,1,1
5,477,entretenimiento,view,0,0
15,134,deportivo,view,1,1
35,263,cultural,view,1,1
8,491,gastronomico,interested,2,1
89,163,entretenimiento,save,2,1
121,242,cultural,view,0,0
115,93,gastronomico,interested,2,1
139,598,gastronomico,view,1,1
99,109,otro,view,1,1
151,548,gastronomico,view,0,0
104,107,cultural,view,1,1
28,67,gastronomico,interested,2,1
52,88,deportivo,view,0,0
97,6,deportivo,save,2,1
98,301,cultural,view,0,0
44,163,entretenimiento,uninterested,0,0
39,343,gastronomico,interested,2,1
100,317,deportivo,view,1,1
19,169,otro,save,2,1
152,54,entretenimiento,view,0,0
86,90,otro,interested,2,1
52,254,otro,save,2,1
98,128,gastronomico,view,1,1
178,317,deportivo,save,2,1
112,418,gastronomico,uninterested,0,0
85,146,gastronomico,view,0,0
193,235,entretenimiento,save,2,1
109,210,otro,save,2,1
115,148,otro,view,1,1
21,407,deportivo,view,0,0
165,416,entretenimiento,save,2,1
56,19,deportivo,view,1,1
97,240,cultural,uninterested,0,0
144,189,otro,uninterested,0,0
24,325,deportivo,view,0,0
46,258,cultural,view,1,1
189,372,deportivo,uninterested,0,0
15,425,cultural,uninterested,0,0
6,208,entretenimiento,save,2,1
191,319,deportivo,save,2,1
57,154,deportivo,save,2,1
114,397,entretenimiento,save,2,1
194,266,otro,view,1,1
187,406,otro,save,2,1
14,310,cultural,view,0,0
135,250,cultural,save,2,1
65,432,otro,save,2,1
15,463,deportivo,save,2,1
164,492,gastronomico,uninterested,0,0
195,546,cultural,save,2,1
85,504,deportivo,save,2,1
112,431,gastronomico,view,1,1
154,162,deportivo,uninterested,0,0
105,559,gastronomico,save,2,1
55,10,otro,interested,2,1
185,582,deportivo,interested,2,1
156,195,otro,view,0,0
196,213,entretenimiento,save,2,1
93,70,gastronomico,save,2,1
62,32,gastronomico,view,1,1
79,280,cultural,uninterested,0,0
27,493,entretenimiento,view,0,0
144,295,deportivo,view,0,0
14,385,gastronomico,save,2,1
3,275,gastronomico,view,1,1
186,536,deportivo,interested,2,1
68,543,gastronomico,view,1,1
48,254,otro,uninterested,0,0
124,60,otro,save,2,1
105,58,entretenimiento,view,0,0
121,239,gastronomico,save,2,1
163,192,gastronomico,save,2,1
156,256,deportivo,uninterested,0,0
21,529,gastronomico,save,2,1
13,307,entretenimiento,view,1,1
131,406,otro,interested,2,1
101,18,gastronomico,save,2,1
0,465,deportivo,view,1,1
116,30,otro,interested,2,1
25,458,deportivo,view,1,1
185,247,deportivo,save,2,1
55,42,cultural,view,0,0
190,503,otro,uninterested,0,0
139,387,otro,view,0,0
68,114,gastronomico,view,1,1
97,446,gastronomico,save,2,1
122,40,cultural,interested,2,1
28,49,deportivo,view,1,1
198,234,gastronomico,uninterested,0,0
143,261,cultural,view,1,1
97,528,deportivo,uninterested,0,0
151,519,cultural,save,2,1
31,139,gastronomico,view,1,1
124,563,otro,save,2,1
77,399,gastronomico,view,0,0
9,282,deportivo,uninterested,0,0
40,85,entretenimiento,uninterested,0,0
169,145,entretenimiento,uninterested,0,0
67,51,entretenimiento,view,0,0
119,336,entretenimiento,view,0,0
43,401,deportivo,interested,2,1
107,109,otro,save,2,1
168,345,gastronomico,save,2,1
127,198,gastronomico,view,1,1
39,466,entretenimiento,save,2,1
163,139,gastronomico,interested,2,1
106,226,cultural,save,2,1
42,313,deportivo,save,2,1
127,63,cultural,view,0,0
76,235,entretenimiento,view,0,0
148,427,otro,view,0,0
114,447,cultural,view,0,0
96,572,deportivo,interested,2,1
155,319,deportivo,uninterested,0,0
153,324,gastronomico,interested,2,1
126,162,deportivo,interested,2,1
152,376,gastronomico,save,2,1
67,416,entretenimiento,view,0,0
118,120,gastronomico,view,1,1
162,123,otro,view,1,1
119,382,deportivo,interested,2,1
133,475,gastronomico,uninterested,0,0
37,177,deportivo,uninterested,0,0
196,171,entretenimiento,interested,2,1
136,131,deportivo,view,0,0
78,296,cultural,uninterested,0,0
176,149,otro,save,2,1
48,30,otro,interested,2,1
39,307,entretenimiento,save,2,1
106,260,cultural,interested,2,1
51,166,cultural,view,1,1
63,523,cultural,view,1,1
89,474,deportivo,view,1,1
33,536,deportivo,view,0,0
187,373,gastronomico,uninterested,0,0
171,427,otro,view,1,1
56,560,entretenimiento,view,0,0
51,456,cultural,save,2,1
156,417,deportivo,save,2,1
2,553,entretenimiento,view,1,1
20,456,cultural,save,2,1
39,302,gastronomico,save,2,1
41,418,gastronomico,save,2,1
184,345,gastronomico,view,1,1
198,425,cultural,save,2,1
163,524,gastronomico,interested,2,1
155,140,otro,view,0,0
94,549,deportivo,save,2,1
23,350,gastronomico,save,2,1
9,167,cultural,view,1,1
3,343,gastronomico,view,1,1
74,422,entretenimiento,view,1,1
2,538,entretenimiento,view,1,1
50,403,gastronomico,interested,2,1
106,102,deportivo,view,0,0
63,274,otro,save,2,1
152,117,gastronomico,view,1,1
68,190,deportivo,view,0,0
74,11,otro,interested,2,1
171,263,cultural,interested,2,1
28,322,cultural,interested,2,1
186,256,deportivo,save,2,1
181,553,entretenimiento,interested,2,1
80,52,cultural,view,0,0
72,265,cultural,save,2,1
149,79,otro,interested,2,1
150,401,deportivo,save,2,1
155,232,gastronomico,uninterested,0,0
73,14,entretenimiento,interested,2,1
71,7,entretenimiento,view,1,1
162,73,otro,view,1,1
121,550,otro,view,1,1
53,67,gastronomico,interested,2,1
112,559,gastronomico,save,2,1
32,441,otro,save,2,1
55,522,entretenimiento,view,1,1
187,33,deportivo,interested,2,1
160,354,deportivo,interested,2,1
50,228,gastronomico,interested,2,1
94,274,otro,interested,2,1
124,223,otro,view,1,1
91,589,gastronomico,interested,2,1
31,150,gastronomico,view,1,1
89,264,gastronomico,save,2,1
50,532,entretenimiento,save,2,1
45,189,otro,save,2,1
79,555,entretenimiento,save,2,1
17,152,entretenimiento,save,2,1
175,220,otro,view,0,0
178,598,gastronomico,view,1,1
14,285,gastronomico,save,2,1
197,178,otro,view,0,0
40,495,entretenimiento,view,0,0
108,203,deportivo,interested,2,1
51,440,otro,view,0,0
39,435,cultural,view,1,1
140,568,gastronomico,save,2,1
39,483,entretenimiento,save,2,1
26,420,otro,save,2,1
35,524,gastronomico,interested,2,1
191,36,entretenimiento,uninterested,0,0
96,106,gastronomico,interested,2,1
164,540,cultural,view,1,1
84,159,otro,view,1,1
73,242,cultural,view,0,0
196,89,deportivo,view,0,0
193,554,cultural,view,0,0
7,56,deportivo,save,2,1
100,10,otro,interested,2,1
192,255,deportivo,view,0,0
175,378,cultural,save,2,1
43,43,entretenimiento,save,2,1
90,466,entretenimiento,interested,2,1
112,246,entretenimiento,uninterested,0,0
131,80,gastronomico,save,2,1
74,586,entretenimiento,view,1,1
50,429,entretenimiento,view,1,1
86,461,gastronomico,interested,2,1
120,124,gastronomico,save,2,1
75,354,deportivo,interested,2,1
128,302,gastronomico,save,2,1
44,227,gastronomico,interested,2,1
62,201,entretenimiento,view,0,0
116,474,deportivo,interested,2,1
97,287,deportivo,uninterested,0,0
47,344,entretenimiento,view,1,1
184,437,otro,save,2,1
98,26,gastronomico,save,2,1
92,436,deportivo,view,0,0
12,211,otro,view,1,1
188,493,entretenimiento,uninterested,0,0
127,430,entretenimiento,interested,2,1
16,7,entretenimiento,interested,2,1
66,357,entretenimiento,view,1,1
53,29,entretenimiento,view,1,1
17,2,entretenimiento,uninterested,0,0
124,334,otro,interested,2,1
31,570,gastronomico,view,1,1
24,139,gastronomico,uninterested,0,0
136,125,gastronomico,save,2,1
0,276,otro,interested,2,1
116,54,entretenimiento,save,2,1
133,455,entretenimiento,interested,2,1
191,78,deportivo,view,1,1
22,91,entretenimiento,save,2,1
103,345,gastronomico,uninterested,0,0
20,123,otro,view,1,1
21,471,gastronomico,uninterested,0,0
145,190,deportivo,view,1,1
190,228,gastronomico,interested,2,1
88,293,otro,save,2,1
94,516,deportivo,view,1,1
111,434,otro,save,2,1
86,361,deportivo,view,1,1
43,153,deportivo,save,2,1
49,596,otro,interested,2,1
49,512,otro,save,2,1
48,21,gastronomico,interested,2,1
79,425,cultural,uninterested,0,0
129,194,entretenimiento,save,2,1
75,162,deportivo,interested,2,1
137,589,gastronomico,view,1,1
142,108,cultural,interested,2,1
84,522,entretenimiento,save,2,1
125,286,cultural,interested,2,1
199,509,otro,view,1,1
16,236,entretenimiento,view,1,1
180,330,gastronomico,interested,2,1
158,436,deportivo,interested,2,1
139,350,gastronomico,save,2,1
125,63,cultural,view,1,1
190,147,otro,interested,2,1
22,499,entretenimiento,save,2,1
34,456,cultural,save,2,1
97,572,deportivo,interested,2,1
10,510,cultural,save,2,1
60,238,gastronomico,view,0,0
96,287,deportivo,save,2,1
24,110,entretenimiento,save,2,1
31,114,gastronomico,save,2,1
180,129,otro,interested,2,1
70,187,otro,interested,2,1
130,564,entretenimiento,interested,2,1
50,138,deportivo,interested,2,1
13,7,entretenimiento,save,2,1
101,419,gastronomico,view,1,1
128,486,entretenimiento,view,0,0
130,362,entretenimiento,save,2,1
77,374,deportivo,interested,2,1
91,312,cultural,view,1,1
74,88,deportivo,view,0,0
154,426,deportivo,view,0,0
156,358,deportivo,interested,2,1
45,584,otro,interested,2,1
24,184,gastronomico,interested,2,1
171,229,otro,save,2,1
108,363,gastronomico,view,1,1
5,386,gastronomico,view,1,1
58,324,gastronomico,uninterested,0,0
66,490,entretenimiento,view,1,1
187,236,entretenimiento,interested,2,1
57,343,gastronomico,interested,2,1
121,492,gastronomico,interested,2,1
18,552,entretenimiento,view,0,0
161,168,deportivo,interested,2,1
151,463,deportivo,view,1,1
133,555,entretenimiento,save,2,1
17,259,entretenimiento,save,2,1
38,158,cultural,view,1,1
161,342,gastronomico,interested,2,1
30,547,deportivo,interested,2,1
131,311,deportivo,save,2,1
164,199,cultural,uninterested,0,0
16,39,cultural,save,2,1
84,196,entretenimiento,view,1,1
199,149,otro,view,1,1
173,248,entretenimiento,interested,2,1
46,502,deportivo,interested,2,1
55,527,entretenimiento,save,2,1
79,58,entretenimiento,interested,2,1
146,402,gastronomico,view,0,0
19,480,deportivo,save,2,1
168,301,cultural,interested,2,1
164,100,gastronomico,view,0,0
26,148,otro,save,2,1
34,63,cultural,uninterested,0,0
196,589,gastronomico,interested,2,1
107,81,otro,save,2,1
15,281,cultural,view,0,0
20,429,entretenimiento,interested,2,1
162,247,deportivo,view,1,1
123,312,cultural,view,1,1
108,508,gastronomico,interested,2,1
111,529,gastronomico,save,2,1
178,473,entretenimiento,view,0,0
118,394,cultural,save,2,1
49,88,deportivo,view,0,0
184,1,deportivo,interested,2,1
192,11,otro,view,0,0
43,591,cultural,interested,2,1
198,240,cultural,save,2,1
113,123,otro,view,1,1
2,317,deportivo,save,2,1
193,506,gastronomico,interested,2,1
87,314,gastronomico,interested,2,1
22,553,entretenimiento,save,2,1
165,311,deportivo,save,2,1
130,414,entretenimiento,interested,2,1
178,445,deportivo,save,2,1
42,347,entretenimiento,save,2,1
165,481,entretenimiento,view,1,1
188,544,cultural,view,0,0
73,555,entretenimiento,save,2,1
1,498,gastronomico,save,2,1
4,114,gastronomico,save,2,1
38,236,entretenimiento,view,1,1
19,247,deportivo,view,1,1
61,382,deportivo,interested,2,1
0,215,deportivo,uninterested,0,0
165,237,cultural,view,1,1
197,577,deportivo,save,2,1
45,293,otro,save,2,1
0,551,otro,interested,2,1
128,87,gastronomico,view,1,1
65,148,otro,view,1,1
117,245,entretenimiento,view,0,0
99,250,cultural,interested,2,1
193,229,otro,interested,2,1
156,251,cultural,view,0,0
185,507,gastronomico,save,2,1
53,357,entretenimiento,save,2,1
135,305,cultural,save,2,1
184,59,deportivo,uninterested,0,0
96,142,deportivo,save,2,1
125,241,otro,view,0,0
125,107,cultural,view,1,1
154,315,otro,view,1,1
152,164,cultural,uninterested,0,0
45,30,otro,save,2,1
118,281,cultural,interested,2,1
111,83,gastronomico,save,2,1
112,491,gastronomico,uninterested,0,0
171,493,entretenimiento,view,0,0
17,46,deportivo,view,0,0
147,322,cultural,uninterested,0,0
146,233,cultural,view,0,0
92,342,gastronomico,view,1,1
108,107,cultural,view,1,1
14,247,deportivo,view,0,0
142,510,cultural,view,1,1
89,157,deportivo,interested,2,1
28,418,gastronomico,interested,2,1
20,10,otro,save,2,1
93,186,gastronomico,save,2,1
103,563,otro,view,0,0
195,433,entretenimiento,interested,2,1
82,107,cultural,save,2,1
173,232,gastronomico,view,0,0
182,537,deportivo,interested,2,1
2,474,deportivo,save,2,1
130,513,entretenimiento,interested,2,1
68,320,gastronomico,interested,2,1
83,387,otro,view,1,1
128,228,gastronomico,save,2,1
155,167,cultural,interested,2,1
82,595,cultural,view,1,1
144,336,entretenimiento,save,2,1
146,455,entretenimiento,view,0,0
38,289,cultural,view,1,1
96,86,deportivo,interested,2,1
82,242,cultural,uninterested,0,0
2,79,otro,save,2,1
93,487,deportivo,uninterested,0,0
156,436,deportivo,save,2,1
137,326,deportivo,view,1,1
91,265,cultural,save,2,1
173,346,cultural,interested,2,1
18,597,gastronomico,save,2,1
1,117,gastronomico,uninterested,0,0
93,392,cultural,view,1,1
149,160,deportivo,uninterested,0,0
66,575,entretenimiento,save,2,1
46,65,cultural,save,2,1
137,316,cultural,view,0,0
21,120,gastronomico,uninterested,0,0
102,122,entretenimiento,uninterested,0,0
61,521,gastronomico,save,2,1
150,493,entretenimiento,view,0,0
188,445,deportivo,view,0,0
181,590,cultural,interested,2,1
105,65,cultural,uninterested,0,0
132,298,gastronomico,view,0,0
128,65,cultural,view,0,0
48,384,otro,save,2,1
153,100,gastronomico,save,2,1
33,184,gastronomico,save,2,1
60,378,cultural,save,2,1
92,76,gastronomico,save,2,1
13,496,otro,view,1,1
24,29,entretenimiento,view,1,1
186,250,cultural,view,1,1
141,335,gastronomico,uninterested,0,0
152,556,entretenimiento,uninterested,0,0
109,274,otro,view,1,1
197,80,gastronomico,interested,2,1
95,364,gastronomico,save,2,1
9,113,cultural,view,1,1
186,277,cultural,uninterested,0,0
149,316,cultural,view,0,0
100,369,gastronomico,view,1,1
24,391,gastronomico,view,1,1
101,385,gastronomico,save,2,1
14,368,otro,view,1,1
89,523,cultural,uninterested,0,0
164,289,cultural,view,1,1
137,217,deportivo,interested,2,1
121,125,gastronomico,uninterested,0,0
78,276,otro,view,1,1
145,42,cultural,interested,2,1
83,84,entretenimiento,interested,2,1
196,396,entretenimiento,interested,2,1
4,186,gastronomico,save,2,1
69,97,entretenimiento,save,2,1
166,56,deportivo,view,1,1
161,521,gastronomico,interested,2,1
195,240,cultural,save,2,1
49,565,otro,view,1,1
56,255,deportivo,view,1,1
137,215,deportivo,uninterested,0,0
63,126,otro,save,2,1
55,185,otro,save,2,1
67,373,gastronomico,save,2,1
103,565,otro,view,0,0
194,420,otro,uninterested,0,0
141,443,otro,save,2,1
142,272,gastronomico,save,2,1
83,584,otro,interested,2,1
23,276,otro,view,0,0
139,341,deportivo,save,2,1
27,312,cultural,save,2,1
182,109,otro,interested,2,1
135,117,gastronomico,view,0,0
193,116,deportivo,uninterested,0,0
69,555,entretenimiento,save,2,1
152,308,cultural,view,1,1
0,416,entretenimiento,uninterested,0,0
106,405,entretenimiento,view,0,0
137,504,deportivo,interested,2,1
170,455,entretenimiento,view,1,1
127,508,gastronomico,save,2,1
92,360,otro,save,2,1
11,226,cultural,save,2,1
198,238,gastronomico,uninterested,0,0
143,141,cultural,view,1,1
109,522,entretenimiento,uninterested,0,0
157,539,otro,save,2,1
24,297,gastronomico,save,2,1
182,420,otro,save,2,1
52,47,otro,interested,2,1
19,201,entretenimiento,view,0,0
29,454,deportivo,uninterested,0,0
41,283,otro,view,1,1
78,465,deportivo,view,1,1
43,232,gastronomico,uninterested,0,0
191,46,deportivo,save,2,1
104,399,gastronomico,save,2,1
87,535,entretenimiento,uninterested,0,0
69,123,otro,view,0,0
180,507,gastronomico,view,0,0
135,226,cultural,view,1,1
115,82,otro,save,2,1
107,195,otro,save,2,1
112,449,gastronomico,view,1,1
62,268,deportivo,view,0,0
31,369,gastronomico,save,2,1
80,174,gastronomico,view,1,1
94,526,deportivo,uninterested,0,0
60,0,deportivo,view,1,1
109,89,deportivo,save,2,1
12,389,otro,view,1,1
30,166,cultural,uninterested,0,0
126,357,entretenimiento,uninterested,0,0
5,446,gastronomico,save,2,1
70,220,otro,interested,2,1
76,359,otro,uninterested,0,0
58,335,gastronomico,view,1,1
158,46,deportivo,save,2,1
129,313,deportivo,view,1,1
95,433,entretenimiento,uninterested,0,0
88,60,otro,save,2,1
176,334,otro,save,2,1
48,223,otro,save,2,1
119,268,deportivo,interested,2,1
132,138,deportivo,interested,2,1
132,391,gastronomico,uninterested,0,0
79,479,entretenimiento,view,1,1
50,23,otro,uninterested,0,0
154,513,entretenimiento,save,2,1
98,15,gastronomico,view,1,1
169,172,entretenimiento,save,2,1
185,372,deportivo,view,1,1
21,490,entretenimiento,view,0,0
13,456,cultural,interested,2,1
61,142,deportivo,uninterested,0,0
116,513,entretenimiento,save,2,1
109,331,deportivo,view,0,0
53,449,gastronomico,interested,2,1
84,276,otro,view,1,1
53,104,otro,save,2,1
168,266,otro,view,0,0
13,352,otro,interested,2,1
144,495,entretenimiento,save,2,1
94,404,deportivo,view,1,1
157,198,gastronomico,save,2,1
162,519,cultural,view,1,1
143,469,deportivo,view,0,0
65,321,entretenimiento,view,0,0
167,117,gastronomico,uninterested,0,0
99,384,otro,interested,2,1
22,444,deportivo,view,0,0
79,160,deportivo,interested,2,1
73,177,deportivo,view,0,0
10,490,entretenimiento,save,2,1
168,327,gastronomico,save,2,1
118,192,gastronomico,save,2,1
152,424,gastronomico,interested,2,1
143,250,cultural,view,1,1
123,250,cultural,view,1,1
69,469,deportivo,view,0,0
93,391,gastronomico,uninterested,0,0
51,316,cultural,save,2,1
88,59,deportivo,view,0,0
188,174,gastronomico,interested,2,1
62,418,gastronomico,interested,2,1
164,268,deportivo,view,0,0
77,484,deportivo,interested,2,1
73,339,gastronomico,uninterested,0,0
116,416,entretenimiento,save,2,1
133,575,entretenimiento,interested,2,1
92,272,gastronomico,view,1,1
49,254,otro,uninterested,0,0
86,209,deportivo,view,1,1
50,293,otro,uninterested,0,0
107,21,gastronomico,uninterested,0,0
110,587,cultural,save,2,1
182,155,cultural,uninterested,0,0
65,283,otro,interested,2,1
106,17,gastronomico,view,0,0
170,39,cultural,interested,2,1
5,443,otro,view,1,1
149,69,otro,view,1,1
106,107,cultural,view,1,1
142,128,gastronomico,view,1,1
32,419,gastronomico,interested,2,1
160,71,otro,save,2,1
81,139,gastronomico,view,1,1
9,460,gastronomico,save,2,1
112,117,gastronomico,interested,2,1
163,267,gastronomico,view,1,1
137,109,otro,interested,2,1
100,468,deportivo,view,1,1
156,212,deportivo,view,1,1
99,576,cultural,interested,2,1
22,288,entretenimiento,view,1,1
116,477,entretenimiento,save,2,1
90,86,deportivo,save,2,1
143,447,cultural,interested,2,1
41,6,deportivo,interested,2,1
55,9,entretenimiento,uninterested,0,0
149,306,otro,save,2,1
20,8,otro,save,2,1
143,392,cultural,save,2,1
144,396,entretenimiento,uninterested,0,0
31,581,gastronomico,save,2,1
174,165,gastronomico,view,1,1
168,68,gastronomico,view,1,1
23,594,gastronomico,interested,2,1
83,129,otro,interested,2,1
115,158,cultural,view,1,1
121,464,deportivo,interested,2,1
154,304,otro,save,2,1
136,127,entretenimiento,view,1,1
98,30,otro,interested,2,1
177,240,cultural,interested,2,1
64,211,otro,interested,2,1
103,297,gastronomico,interested,2,1
20,266,otro,save,2,1
169,455,entretenimiento,view,1,1
169,472,cultural,view,0,0
106,378,cultural,save,2,1
115,339,gastronomico,uninterested,0,0
76,155,cultural,view,1,1
145,91,entretenimiento,interested,2,1
43,279,entretenimiento,view,1,1
35,5,cultural,interested,2,1
131,426,deportivo,save,2,1
167,177,deportivo,view,1,1
77,298,gastronomico,view,0,0
15,407,deportivo,view,1,1
61,490,entretenimiento,interested,2,1
183,501,cultural,save,2,1
56,260,cultural,view,0,0
46,237,cultural,save,2,1
81,224,gastronomico,interested,2,1
189,292,deportivo,save,2,1
153,407,deportivo,view,0,0
74,349,otro,uninterested,0,0
116,79,otro,view,1,1
60,409,entretenimiento,view,0,0
86,190,deportivo,save,2,1
110,4,deportivo,save,2,1
140,104,otro,view,1,1
78,393,gastronomico,view,0,0
66,549,deportivo,view,1,1
124,384,otro,interested,2,1
119,365,deportivo,save,2,1
63,569,otro,interested,2,1
81,76,gastronomico,save,2,1
166,282,deportivo,view,1,1
171,208,entretenimiento,view,0,0
153,29,entretenimiento,view,1,1
165,536,deportivo,view,1,1
117,116,deportivo,save,2,1
126,71,otro,view,1,1
61,110,entretenimiento,uninterested,0,0
47,492,gastronomico,view,1,1
195,155,cultural,uninterested,0,0
60,260,cultural,view,1,1
106,377,cultural,interested,2,1
177,281,cultural,interested,2,1
50,555,entretenimiento,view,1,1
151,30,otro,uninterested,0,0
164,318,cultural,interested,2,1
30,590,cultural,view,1,1
87,243,entretenimiento,save,2,1
22,262,entretenimiento,interested,2,1
180,496,otro,uninterested,0,0
83,184,gastronomico,view,1,1
83,316,cultural,save,2,1
82,457,deportivo,uninterested,0,0
145,411,entretenimiento,interested,2,1
90,467,cultural,view,0,0
61,226,cultural,view,0,0
30,508,gastronomico,view,1,1
174,508,gastronomico,save,2,1
36,190,deportivo,save,2,1
39,598,gastronomico,view,1,1
115,14,entretenimiento,view,0,0
50,32,gastronomico,uninterested,0,0
166,153,deportivo,view,1,1
4,128,gastronomico,save,2,1
154,205,gastronomico,uninterested,0,0
105,171,entretenimiento,view,0,0
39,191,deportivo,uninterested,0,0
103,267,gastronomico,interested,2,1
72,257,deportivo,save,2,1
196,329,entretenimiento,interested,2,1
99,223,otro,save,2,1
104,4,deportivo,uninterested,0,0
22,211,otro,view,0,0
124,574,otro,interested,2,1
184,125,gastronomico,interested,2,1
0,407,deportivo,interested,2,1
30,394,cultural,view,1,1
154,541,entretenimiento,save,2,1
30,260,cultural,save,2,1
31,42,cultural,interested,2,1
139,202,gastronomico,view,1,1
107,574,otro,view,1,1
128,475,gastronomico,view,1,1
199,360,otro,uninterested,0,0
